     LAMBDA/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,      solmain1,         fpi21,           fpi,         fpi22,   solsample_z,       solpi21,      solpi21a,     solpi22.3,       solpic1,       solpic2,        Q_coil,     solmain1s,          none,         cc1r1,       loop0yh,         cc3r1,        loop0z,     solphase1,     solphase2,   solanalyzer,      solguide,         cc1y1,         cc1y2,         cc3y1,         cc3y2,         cc1z1,         cc1z2,         cc3z1,    solphase1s,     solmain1h,    solsample1,        loop1z,        loop1y,        loop2z,        loop2y,        solaux,  solphase1ccx,  solphase1ccy,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
     Lambda/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,     pow01: main,     pow02: pi21,     pow03: pi  ,     pow04: pi22,          pow05,          pow06,          pow07,          pow08,          pow09,         pow10,         pow11,         pow12,         pow13,         pow16,         pow17,         pow18,         pow19,    pow20: pha1,         pow21,         pow22,         pow23,         pow24,         pow25,         pow26,         pow27,         pow28,         pow29,         pow30,         pow32,         pow33,         pow34,         pow35,         pow36,         pow37,         pow38,          dum1,          dum2,          dum3,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
             6,       0.24492,          0.07,            15,      15.00035,       9.44893,     -1591.164,             0,      49.75108,    -0.3267063,    -0.4814852,    -0.5619904,      1.900673,      1.451216,      1.495544,     -0.622791,             0,            -0,             0,             0,             0,      19.61717,    0.01393063,      16.37566,             0,    -0.4038073,             0,             9,            -5,    -0.2126558,    -0.2126558,     0.1076251,     0.1076251,   -0.02271331,   -0.02271331,  -0.009937715,             0,             0,       2.30016,     -9.309296,      1.838627,      10.48961,      0.430706,             0,     -23.14826,             0,      3.830651,             0,             0,     -88.08467,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.3732066,             1,    1775117255 
             6,       0.24492,          0.07,            20,      20.00048,       9.04933,     -1591.164,             0,      66.37391,    -0.3266709,    -0.4820632,    -0.5620052,      1.963145,      1.558854,      2.552939,    -0.6114149,             0,            -0,             0,             0,             0,       26.3522,    0.02627902,      22.31469,             0,    -0.3024671,             0,             9,            -5,    -0.3930548,    -0.3930548,     0.1878037,     0.1878037,     -0.100121,     -0.100121,   -0.01325088,             0,             0,       2.26292,     -9.868767,      2.488873,      10.93898,    -0.2722091,             0,      -31.0956,             0,      3.830651,             0,             0,     -88.08467,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,      0.497609,             1,    1775117302 
             6,       0.24492,          0.07,            27,       27.0007,       8.34328,     -1591.164,             0,      89.64621,    -0.3266211,    -0.4828894,    -0.5620261,      2.052334,      1.709578,      4.034393,    -0.5954854,             0,            -0,             0,             0,             0,      35.69799,    0.04367193,      30.68279,             0,    -0.1635471,             0,             9,            -5,    -0.5088807,    -0.5088807,     0.2495102,     0.2495102,    -0.1771675,    -0.1771675,   -0.01788943,             0,             0,      2.210972,     -10.65705,      3.419712,      11.57199,     -1.245198,             0,     -42.12363,             0,      3.830651,             0,             0,     -88.08467,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.6717735,             1,    1775117362 
             6,       0.24492,          0.07,            35,       35.0011,       7.38158,     -1591.164,             0,      116.2432,    -0.3265638,    -0.4838585,    -0.5620502,       2.15677,      1.881873,       5.72876,    -0.5772801,             0,            -0,             0,             0,             0,      46.37912,    0.06368513,      40.30901,             0,  -0.003376232,             0,             9,            -5,    -0.6401821,    -0.6401821,     0.3198131,     0.3198131,    -0.2694722,    -0.2694722,   -0.02319081,             0,             0,      2.151604,     -11.56391,      4.490588,      12.30005,     -2.362758,             0,     -54.72737,             0,      3.830651,             0,             0,     -88.08467,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.8708222,             1,    1775117416 
             6,       0.24492,          0.07,            42,      42.00164,       6.46176,     -1591.164,             0,       139.516,    -0.3265135,    -0.4847286,    -0.5620714,       2.25037,      2.032652,      7.212038,    -0.5613493,             0,            -0,             0,             0,             0,      55.72532,    0.08127975,      48.76559,             0,      0.136447,             0,             9,            -5,    -0.7520758,    -0.7520758,     0.3806039,     0.3806039,    -0.3463771,    -0.3463771,   -0.02782969,             0,             0,      2.099652,     -12.36067,      5.431568,      12.93953,     -3.343425,             0,     -65.75588,             0,      3.830651,             0,             0,     -88.08467,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,      1.044995,             1,    1775117487 
             6,       0.24492,          0.08,          0.49,     0.4900204,       9.98813,     -1591.164,             0,       1.50227,    -0.3268022,    -0.4798672,    -0.5619499,      1.725432,      1.144204,     -1.539273,     -0.664856,             0,            -0,             0,             0,             0,     0.4342108,    -0.0209942,     0.2509865,             0,     -0.690263,             0,             9,            -5,   -0.08319556,   -0.08319556,    0.02801519,    0.02801519,    0.08860697,    0.08860697, -0.0003242223,             0,             0,      2.407529,     -7.789725,    0.03344743,      9.269326,      2.473403,             0,    -0.5123688,             0,      4.378137,             0,             0,     -87.81093,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.01219164,             1,    1775117520 
             6,       0.24492,          0.08,          0.65,      0.650022,       9.98768,     -1591.164,             0,      2.034866,    -0.3268015,    -0.4798846,    -0.5619502,      1.727322,      1.147596,     -1.507031,    -0.6644711,             0,            -0,             0,             0,             0,     0.6260983,   -0.02074517,     0.3620561,             0,    -0.6874037,             0,             9,            -5,   -0.07975195,   -0.07975195,     0.0282645,     0.0282645,    0.08956353,    0.08956353, -0.0004301497,             0,             0,      2.406399,     -7.800247,     0.0461635,      9.277732,      2.458428,             0,     -0.738796,             0,      4.378137,             0,             0,     -87.81093,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.01617245,             1,    1775117558 
             6,       0.24492,          0.08,          0.86,     0.8600252,        9.9869,     -1591.164,             0,       2.73371,    -0.3268005,    -0.4799074,    -0.5619506,      1.729803,      1.152059,     -1.464272,    -0.6639658,             0,            -0,             0,             0,             0,      0.885196,   -0.02037689,     0.5300835,             0,    -0.6834463,             0,             9,            -5,   -0.07078282,   -0.07078282,    0.02666042,    0.02666042,    0.09242687,    0.09242687, -0.0005692009,             0,             0,      2.404897,     -7.816136,    0.06588873,      9.290448,      2.437383,             0,     -1.044531,             0,      4.378137,             0,             0,     -87.81093,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.0213973,             1,    1775117574 
             6,       0.24492,          0.08,           1.1,      1.100029,       9.98574,     -1591.164,             0,      3.532254,    -0.3267993,    -0.4799336,    -0.5619511,      1.732642,      1.157164,     -1.415232,     -0.663388,             0,            -0,             0,             0,             0,      1.192442,   -0.01993905,      0.730955,             0,    -0.6790465,             0,             9,            -5,   -0.07241529,   -0.07241529,    0.02945483,    0.02945483,    0.08997055,    0.08997055, -0.0007281367,             0,             0,      2.403153,     -7.835125,    0.08808771,      9.305656,      2.411082,             0,     -1.407082,             0,      4.378137,             0,             0,     -87.81093,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.02736857,             1,    1775117592 
             6,       0.24492,          0.08,           1.5,      1.500037,       9.98317,     -1591.164,             0,      4.862942,    -0.3267971,    -0.4799773,    -0.5619521,      1.737377,      1.165693,     -1.332763,    -0.6624249,             0,            -0,             0,             0,             0,       1.70255,   -0.01914062,      1.102593,             0,    -0.6710972,             0,             9,            -5,   -0.07514313,   -0.07514313,    0.03072716,    0.03072716,    0.08659174,    0.08659174, -0.0009930616,             0,             0,      2.400251,     -7.870207,     0.1301727,      9.333785,      2.364996,             0,     -2.009009,             0,      4.378137,             0,             0,     -87.81093,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.03732071,             1,    1775117610 
             6,       0.24492,          0.08,             2,      2.000048,       9.97886,     -1591.164,             0,      6.526008,    -0.3267941,    -0.4800319,    -0.5619533,      1.743302,      1.176374,     -1.228946,    -0.6612215,             0,            -0,             0,             0,             0,      2.351754,   -0.01807394,      1.603863,             0,    -0.6596036,             0,             9,            -5,   -0.07458396,   -0.07458396,    0.03176123,    0.03176123,    0.08807735,    0.08807735,  -0.001324252,             0,             0,      2.396598,     -7.917489,     0.1870344,      9.371726,      2.304266,             0,      -2.77507,             0,      4.378137,             0,             0,     -87.81093,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.04976091,             1,    1775117631 
             6,       0.24492,          0.08,           2.7,      2.700064,       9.97076,     -1591.164,             0,      8.854174,    -0.3267899,    -0.4801086,    -0.5619551,      1.751619,      1.191328,     -1.083529,    -0.6595356,             0,            -0,             0,             0,             0,      3.271886,   -0.01657266,      2.309669,             0,    -0.6451987,             0,             9,            -5,   -0.08124738,   -0.08124738,    0.03774806,    0.03774806,    0.07689929,    0.07689929,  -0.001787959,             0,             0,      2.391451,     -7.984067,     0.2657841,      9.425155,      2.217452,             0,     -3.860825,             0,      4.378137,             0,             0,     -87.81093,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.0671772,             1,    1775117652 
             6,       0.24492,          0.08,           3.6,      3.600085,       9.95681,     -1591.164,             0,      11.84728,    -0.3267843,    -0.4802075,    -0.5619575,      1.762337,      1.210577,    -0.8957187,    -0.6573677,             0,            -0,             0,             0,             0,      4.450569,   -0.01456427,      3.259496,             0,    -0.6261669,             0,             9,            -5,   -0.07006052,   -0.07006052,     0.0334946,     0.0334946,    0.06961029,    0.06961029,  -0.002384196,             0,             0,      2.384843,     -8.073615,     0.3751935,      9.497043,      2.105791,             0,     -5.251672,             0,      4.378137,             0,             0,     -87.81093,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.08956958,             1,    1775117676 
             6,       0.24492,          0.08,           4.8,      4.800112,       9.93206,     -1591.164,             0,      15.83799,    -0.3267765,    -0.4803398,    -0.5619608,      1.776681,      1.236263,    -0.6445215,    -0.6544735,             0,            -0,             0,             0,             0,      5.998779,     -0.011812,      4.564836,             0,    -0.6052517,             0,             9,            -5,   -0.08052901,   -0.08052901,    0.04037485,    0.04037485,    0.06809296,    0.06809296,  -0.003179225,             0,             0,      2.376069,     -8.196627,     0.5218236,      9.595816,      1.949439,             0,     -7.078559,             0,      4.378137,             0,             0,     -87.81093,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.1194261,             1,    1775117700 
